solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.0360 / 0.9640,336.65,0.5806 / -0.0099
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.0810 / 0.9190,335.35,0.4868 / -0.0004
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.1410 / 0.8590,333.85,0.4259 / 0.0138
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.2060 / 0.7940,332.55,0.3817 / 0.0247
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.2930 / 0.7070,331.25,0.3033 / 0.0535
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.3940 / 0.6060,330.05,0.2150 / 0.1139
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.5130 / 0.4870,329.35,0.1233 / 0.1872
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.5840 / 0.4160,329.05,0.1008 / 0.2059
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.6830 / 0.3170,328.95,0.0459 / 0.2799
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.7420 / 0.2580,328.95,0.0183 / 0.3402
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.8230 / 0.1770,328.95,-0.0067 / 0.4436
kdb_solvent_32 / kdb_solvent_13,ACETONE / METHANOL,0.8610 / 0.1390,328.95,-0.0069 / 0.4736
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.0330 / 0.9670,349.55,0.5690 / -0.0021
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.0780 / 0.9220,347.15,0.4466 / 0.0165
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.1490 / 0.8510,343.95,0.3656 / 0.0481
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.1950 / 0.8050,342.25,0.3221 / 0.0700
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.3160 / 0.6840,338.75,0.2144 / 0.1455
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.4140 / 0.5860,336.55,0.1548 / 0.2070
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.5320 / 0.4680,334.45,0.0996 / 0.2820
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.6910 / 0.3090,332.15,0.0473 / 0.4041
kdb_solvent_32 / kdb_solvent_1,ACETONE / ETHANOL,0.8520 / 0.1480,330.45,0.0135 / 0.5434
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.1340 / 0.8660,349.75,-0.1455 / 0.0158
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.2420 / 0.7580,348.15,-0.1008 / 0.0208
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.3200 / 0.6800,346.75,-0.0565 / 0.0219
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.4010 / 0.5990,345.45,-0.0220 / 0.0076
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.4350 / 0.5650,344.85,-0.0133 / 0.0089
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.5420 / 0.4580,343.15,0.0084 / -0.0030
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.6520 / 0.3480,341.75,-0.0074 / 0.0344
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.7280 / 0.2720,340.85,-0.0144 / 0.0651
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.7900 / 0.2100,340.05,-0.0114 / 0.0824
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.8140 / 0.1860,339.75,-0.0101 / 0.0891
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.8730 / 0.1270,338.95,0.0001 / 0.0710
kdb_solvent_13 / kdb_solvent_1,METHANOL / ETHANOL,0.9100 / 0.0900,338.75,-0.0142 / 0.1726
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0370 / 0.9630,576.9277778,0.2416 / -0.0213
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0820 / 0.9180,570.0944444,-0.0671 / 0.0002
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.1040 / 0.8960,567.8722222,-0.1373 / -0.0154
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.1500 / 0.8500,560.0388889,-0.1858 / 0.0472
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2180 / 0.7820,550.5388889,-0.1517 / 0.0044
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2830 / 0.7170,540.3722222,-0.0845 / -0.0120
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.3350 / 0.6650,534.2611111,-0.0701 / -0.0326
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.4270 / 0.5730,522.9277778,-0.0021 / -0.0945
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.4480 / 0.5520,522.3166667,-0.0389 / -0.0309
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.5440 / 0.4560,514.65,-0.0314 / -0.0582
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.6920 / 0.3080,504.8166667,-0.0136 / -0.3372
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0340 / 0.9660,551.4833333,-0.1067 / -0.0184
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0560 / 0.9440,545.5388889,-0.0028 / -0.0352
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.1130 / 0.8870,537.2611111,-0.2020 / -0.0082
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.1970 / 0.8030,522.2611111,-0.1039 / -0.0294
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2500 / 0.7500,514.9833333,-0.0854 / -0.0495
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.3400 / 0.6600,505.4833333,-0.0982 / -0.0272
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.4050 / 0.5950,500.0944444,-0.1056 / -0.0671
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.4260 / 0.5740,494.9277778,-0.0134 / -0.0834
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.6400 / 0.3600,481.8722222,-0.0496 / -0.0895
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.7410 / 0.2590,474.9833333,-0.0037 / -0.2049
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0550 / 0.9450,519.15,-0.1738 / -0.0222
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.0930 / 0.9070,511.0388889,-0.1075 / -0.0590
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.1120 / 0.8880,509.5944444,-0.2527 / -0.0050
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2030 / 0.7970,494.5388889,-0.1891 / 0.0393
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2230 / 0.7770,490.9277778,-0.1352 / -0.0002
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.2360 / 0.7640,487.5944444,-0.0467 / -0.1244
kdb_solvent_36 / kdb_solvent_202,N-DODECANE / 1-OCTADECENE,0.3300 / 0.6700,479.9833333,-0.1475 / 0.0214
