solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_250 / solvent_126,1 / 0,298.15,0 / 2.05,aci
solvent_250 / solvent_123,1 / 0,298.15,0 / 2.52,aci
solvent_250 / solvent_822,1 / 0,298.15,0 / 2.33,aci
solvent_250 / solvent_3,1 / 0,298.15,0 / 0.34,aci
solvent_250 / solvent_124,1 / 0,298.15,0 / 1.48,aci
solvent_250 / solvent_365,1 / 0,298.15,0 / 1.25,aci
solvent_250 / solvent_394,1 / 0,298.15,0 / 1.29,aci
solvent_250 / solvent_93,1 / 0,298.15,0 / 0.87,aci
solvent_250 / solvent_13,1 / 0,298.15,0 / 2.3,aci
solvent_250 / solvent_1,1 / 0,298.15,0 / 2.21,aci
solvent_250 / solvent_66,1 / 0,298.15,0 / 0.31,aci
solvent_250 / solvent_112,1 / 0,298.15,0 / -0.2,aci
solvent_250 / solvent_32,1 / 0,298.15,0 / 0.22,aci
solvent_250 / solvent_12,1 / 0,298.15,0 / 0.04,aci
solvent_250 / solvent_723,1 / 0,298.15,0 / 0.58,aci
solvent_250 / solvent_99,1 / 0,298.15,0 / 0.86,aci
solvent_250 / solvent_87,1 / 0,298.15,0 / -0.01,aci
solvent_250 / solvent_57,1 / 0,298.15,0 / 0.02,aci
solvent_250 / solvent_4,1 / 0,298.15,0 / 0.8,aci
solvent_250 / solvent_544,1 / 0,298.15,0 / 0.4,aci
solvent_250 / solvent_553,1 / 0,298.15,0 / 0.59,aci
solvent_250 / solvent_7,1 / 0,298.15,0 / 1.38,aci
solvent_250 / solvent_20,1 / 0,298.15,0 / 0.95,aci
solvent_197 / solvent_44,1 / 0,298.15,0 / 3.04,aci
solvent_197 / solvent_18,1 / 0,298.15,0 / 0.59,aci
solvent_197 / solvent_3,1 / 0,298.15,0 / 0.73,aci
solvent_197 / solvent_124,1 / 0,298.15,0 / 1.62,aci
solvent_197 / solvent_394,1 / 0,298.15,0 / 1.58,aci
solvent_197 / solvent_93,1 / 0,298.15,0 / 0.91,aci
solvent_197 / solvent_13,1 / 0,298.15,0 / 1.77,aci
solvent_197 / solvent_1,1 / 0,298.15,0 / 1.88,aci
solvent_197 / solvent_112,1 / 0,298.15,0 / -0.13,aci
solvent_197 / solvent_12,1 / 0,298.15,0 / -0.13,aci
solvent_197 / solvent_723,1 / 0,298.15,0 / 0.63,aci
solvent_197 / solvent_99,1 / 0,298.15,0 / 0.83,aci
solvent_197 / solvent_87,1 / 0,298.15,0 / -0.08,aci
solvent_197 / solvent_57,1 / 0,298.15,0 / 0,aci
solvent_197 / solvent_4,1 / 0,298.15,0 / 1.35,aci
solvent_197 / solvent_544,1 / 0,298.15,0 / 0.52,aci
solvent_197 / solvent_553,1 / 0,298.15,0 / 1.01,aci
solvent_197 / solvent_20,1 / 0,298.15,0 / 1.59,aci
solvent_40 / solvent_60,1 / 0,298.15,0 / 3.82,aci
solvent_40 / solvent_18,1 / 0,298.15,0 / 1.22,aci
solvent_40 / solvent_5,1 / 0,298.15,0 / 3.43,aci
solvent_40 / solvent_50,1 / 0,298.15,0 / 3.55,aci
solvent_40 / solvent_190,1 / 0,298.15,0 / 3.76,aci
solvent_40 / solvent_19,1 / 0,298.15,0 / 4.35,aci
solvent_40 / solvent_128,1 / 0,298.15,0 / 4.08,aci
solvent_40 / solvent_44,1 / 0,298.15,0 / 4.77,aci
solvent_40 / solvent_844,1 / 0,298.15,0 / 4.31,aci
solvent_40 / solvent_900,1 / 0,298.15,0 / 4.57,aci
solvent_40 / solvent_126,1 / 0,298.15,0 / 4.31,aci
solvent_40 / solvent_123,1 / 0,298.15,0 / 5.21,aci
solvent_40 / solvent_3,1 / 0,298.15,0 / 1.64,aci
solvent_40 / solvent_93,1 / 0,298.15,0 / 1.87,aci
solvent_40 / solvent_309,1 / 0,298.15,0 / 3.35,aci
solvent_40 / solvent_1,1 / 0,298.15,0 / 2.11,aci
solvent_40 / solvent_12,1 / 0,298.15,0 / 0.2,aci
solvent_40 / solvent_723,1 / 0,298.15,0 / 1.47,aci
solvent_40 / solvent_99,1 / 0,298.15,0 / 1.68,aci
solvent_40 / solvent_87,1 / 0,298.15,0 / 0.51,aci
solvent_40 / solvent_57,1 / 0,298.15,0 / 0.77,aci
solvent_40 / solvent_4,1 / 0,298.15,0 / 2.14,aci
solvent_40 / solvent_544,1 / 0,298.15,0 / 1.25,aci
solvent_40 / solvent_553,1 / 0,298.15,0 / 1.79,aci
solvent_40 / solvent_7,1 / 0,298.15,0 / 2.51,aci
solvent_40 / solvent_20,1 / 0,298.15,0 / 2.67,aci
solvent_13 / solvent_5,1 / 0,298.15,0 / 3.12,aci
solvent_13 / solvent_60,1 / 0,298.15,0 / 3.29,aci
solvent_13 / solvent_19,1 / 0,298.15,0 / 3.63,aci
solvent_13 / solvent_44,1 / 0,298.15,0 / 3.85,aci
solvent_13 / solvent_18,1 / 0,298.15,0 / 1.99,aci
solvent_13 / solvent_50,1 / 0,298.15,0 / 3.09,aci
solvent_13 / solvent_190,1 / 0,298.15,0 / 3.15,aci
solvent_13 / solvent_128,1 / 0,298.15,0 / 3.37,aci
solvent_13 / solvent_844,1 / 0,298.15,0 / 3.6,aci
solvent_13 / solvent_900,1 / 0,298.15,0 / 3.68,aci
solvent_13 / solvent_126,1 / 0,298.15,0 / 3.65,aci
solvent_13 / solvent_123,1 / 0,298.15,0 / 4.16,aci
solvent_13 / solvent_822,1 / 0,298.15,0 / 3.59,aci
solvent_13 / solvent_3,1 / 0,298.15,0 / 2.29,aci
solvent_13 / solvent_24,1 / 0,298.15,0 / 2.86,aci
solvent_13 / solvent_25,1 / 0,298.15,0 / 2.8,aci
solvent_13 / solvent_191,1 / 0,298.15,0 / 2.83,aci
solvent_13 / solvent_41,1 / 0,298.15,0 / 2.51,aci
solvent_133 / solvent_5,1 / 0,298.15,0 / 3.13,aci
solvent_133 / solvent_60,1 / 0,298.15,0 / 3.61,aci
solvent_133 / solvent_50,1 / 0,298.15,0 / 3.15,aci
solvent_133 / solvent_190,1 / 0,298.15,0 / 3.54,aci
solvent_133 / solvent_19,1 / 0,298.15,0 / 4.02,aci
solvent_133 / solvent_128,1 / 0,298.15,0 / 3.88,aci
solvent_133 / solvent_44,1 / 0,298.15,0 / 4.4,aci
solvent_133 / solvent_844,1 / 0,298.15,0 / 4.04,aci
solvent_133 / solvent_900,1 / 0,298.15,0 / 4.25,aci
solvent_133 / solvent_126,1 / 0,298.15,0 / 3.82,aci
solvent_133 / solvent_123,1 / 0,298.15,0 / 4.75,aci
solvent_843 / solvent_50,1 / 0,298.15,0 / 0.05,aci
solvent_795 / solvent_60,1 / 0,298.15,0 / 2.66,aci
solvent_795 / solvent_18,1 / 0,298.15,0 / 0.02,aci
solvent_795 / solvent_5,1 / 0,298.15,0 / 2.26,aci
solvent_795 / solvent_50,1 / 0,298.15,0 / 2.18,aci
solvent_795 / solvent_190,1 / 0,298.15,0 / 2.54,aci
solvent_795 / solvent_19,1 / 0,298.15,0 / 2.94,aci
solvent_795 / solvent_128,1 / 0,298.15,0 / 2.78,aci
solvent_795 / solvent_818,1 / 0,298.15,0 / 2.35,aci
solvent_795 / solvent_44,1 / 0,298.15,0 / 3.15,aci
solvent_795 / solvent_227,1 / 0,298.15,0 / 2.38,aci
solvent_795 / solvent_844,1 / 0,298.15,0 / 2.81,aci
solvent_795 / solvent_900,1 / 0,298.15,0 / 3.01,aci
solvent_795 / solvent_126,1 / 0,298.15,0 / 2.56,aci
solvent_795 / solvent_123,1 / 0,298.15,0 / 3.28,aci
solvent_795 / solvent_102,1 / 0,298.15,0 / 2.07,aci
solvent_795 / solvent_309,1 / 0,298.15,0 / 2.25,aci
solvent_795 / solvent_46,1 / 0,298.15,0 / 2.39,aci
solvent_795 / solvent_824,1 / 0,298.15,0 / 0.35,aci
solvent_795 / solvent_141,1 / 0,298.15,0 / 0.51,aci
solvent_795 / solvent_903,1 / 0,298.15,0 / 0.8,aci
solvent_795 / solvent_365,1 / 0,298.15,0 / 1.68,aci
solvent_795 / solvent_93,1 / 0,298.15,0 / 0.87,aci
solvent_123 / solvent_5,1 / 0,298.15,0 / -0.05,aci
solvent_123 / solvent_60,1 / 0,298.15,0 / 0.01,aci
solvent_123 / solvent_50,1 / 0,298.15,0 / -0.02,aci
solvent_123 / solvent_190,1 / 0,298.15,0 / 0.01,aci
solvent_123 / solvent_19,1 / 0,298.15,0 / 0.03,aci
solvent_123 / solvent_128,1 / 0,298.15,0 / 0.04,aci
solvent_123 / solvent_44,1 / 0,298.15,0 / 0.09,aci
solvent_123 / solvent_844,1 / 0,298.15,0 / 0.03,aci
solvent_123 / solvent_900,1 / 0,298.15,0 / 0.06,aci
solvent_123 / solvent_126,1 / 0,298.15,0 / 0.03,aci
solvent_123 / solvent_822,1 / 0,298.15,0 / 0.06,aci
solvent_869 / solvent_41,1 / 0,298.15,0 / 0.04,aci
solvent_869 / solvent_233,1 / 0,298.15,0 / 0.07,aci
solvent_869 / solvent_9,1 / 0,298.15,0 / 0.1,aci
solvent_869 / solvent_87,1 / 0,298.15,0 / 0.33,aci
solvent_869 / solvent_108,1 / 0,298.15,0 / 0.16,aci
solvent_869 / solvent_228,1 / 0,298.15,0 / 0.29,aci
solvent_44 / solvent_5,1 / 0,298.15,0 / -0.02,aci
solvent_44 / solvent_60,1 / 0,298.15,0 / 0.02,aci
solvent_44 / solvent_50,1 / 0,298.15,0 / 0.04,aci
solvent_44 / solvent_190,1 / 0,298.15,0 / 0.03,aci
solvent_44 / solvent_19,1 / 0,298.15,0 / 0.05,aci
solvent_44 / solvent_128,1 / 0,298.15,0 / 0.07,aci
solvent_44 / solvent_844,1 / 0,298.15,0 / 0.06,aci
solvent_44 / solvent_900,1 / 0,298.15,0 / 0.08,aci
solvent_44 / solvent_126,1 / 0,298.15,0 / 0.01,aci
solvent_44 / solvent_123,1 / 0,298.15,0 / 0.09,aci
solvent_44 / solvent_18,1 / 0,298.15,0 / 0.51,aci
solvent_44 / solvent_124,1 / 0,298.15,0 / -0.04,aci
solvent_44 / solvent_394,1 / 0,298.15,0 / -0.06,aci
solvent_44 / solvent_93,1 / 0,298.15,0 / -0.01,aci
solvent_44 / solvent_802,1 / 0,298.15,0 / 0.51,aci
solvent_44 / solvent_805,1 / 0,298.15,0 / 0.72,aci
solvent_44 / solvent_13,1 / 0,298.15,0 / 4.3,aci
solvent_44 / solvent_1,1 / 0,298.15,0 / 3.86,aci
solvent_44 / solvent_27,1 / 0,298.15,0 / 3.39,aci
solvent_44 / solvent_23,1 / 0,298.15,0 / 3.14,aci
solvent_44 / solvent_63,1 / 0,298.15,0 / 3.68,aci
solvent_44 / solvent_62,1 / 0,298.15,0 / 2.88,aci
solvent_44 / solvent_66,1 / 0,298.15,0 / 1.16,aci
solvent_44 / solvent_9,1 / 0,298.15,0 / 0.4,aci
solvent_44 / solvent_32,1 / 0,298.15,0 / 1.93,aci
solvent_44 / solvent_12,1 / 0,298.15,0 / 1.4,aci
solvent_44 / solvent_723,1 / 0,298.15,0 / 0.38,aci
solvent_44 / solvent_87,1 / 0,298.15,0 / 0.75,aci
solvent_44 / solvent_57,1 / 0,298.15,0 / 0.35,aci
solvent_44 / solvent_544,1 / 0,298.15,0 / 0.48,aci
solvent_44 / solvent_111,1 / 0,298.15,0 / 2.99,aci
solvent_44 / solvent_455,1 / 0,298.15,0 / 2.72,aci
solvent_44 / solvent_40,1 / 0,298.15,0 / 3.61,aci
solvent_44 / solvent_197,1 / 0,298.15,0 / 2.9,aci
solvent_44 / solvent_553,1 / 0,298.15,0 / 0.58,aci
solvent_44 / solvent_20,1 / 0,298.15,0 / 0.23,aci
solvent_74 / solvent_5,1 / 0,298.15,0 / 0.83,aci
solvent_74 / solvent_60,1 / 0,298.15,0 / 0.97,aci
solvent_74 / solvent_19,1 / 0,298.15,0 / 1.09,aci
solvent_74 / solvent_44,1 / 0,298.15,0 / 1.18,aci
solvent_74 / solvent_50,1 / 0,298.15,0 / 0.79,aci
solvent_74 / solvent_190,1 / 0,298.15,0 / 0.96,aci
solvent_74 / solvent_128,1 / 0,298.15,0 / 1.08,aci
solvent_74 / solvent_844,1 / 0,298.15,0 / 1.08,aci
solvent_74 / solvent_900,1 / 0,298.15,0 / 1.22,aci
solvent_74 / solvent_126,1 / 0,298.15,0 / 0.98,aci
solvent_74 / solvent_123,1 / 0,298.15,0 / 1.32,aci
solvent_74 / solvent_822,1 / 0,298.15,0 / 1.11,aci
solvent_74 / solvent_18,1 / 0,298.15,0 / 0.73,aci
solvent_74 / solvent_3,1 / 0,298.15,0 / 0.69,aci
solvent_74 / solvent_24,1 / 0,298.15,0 / 0.85,aci
solvent_74 / solvent_191,1 / 0,298.15,0 / 0.87,aci
solvent_74 / solvent_41,1 / 0,298.15,0 / 0.91,aci
solvent_74 / solvent_233,1 / 0,298.15,0 / 1.02,aci
solvent_74 / solvent_93,1 / 0,298.15,0 / 0.63,aci
solvent_74 / solvent_102,1 / 0,298.15,0 / 0.93,aci
solvent_74 / solvent_46,1 / 0,298.15,0 / 1.1,aci
solvent_74 / solvent_841,1 / 0,298.15,0 / 1.18,aci
solvent_803 / solvent_5,1 / 0,298.15,0 / 0.64,aci
solvent_803 / solvent_60,1 / 0,298.15,0 / 0.79,aci
solvent_803 / solvent_50,1 / 0,298.15,0 / 0.64,aci
solvent_803 / solvent_190,1 / 0,298.15,0 / 0.76,aci
solvent_803 / solvent_19,1 / 0,298.15,0 / 0.83,aci
solvent_803 / solvent_128,1 / 0,298.15,0 / 0.87,aci
solvent_803 / solvent_44,1 / 0,298.15,0 / 0.99,aci
solvent_803 / solvent_844,1 / 0,298.15,0 / 0.81,aci
solvent_803 / solvent_126,1 / 0,298.15,0 / 0.79,aci
solvent_803 / solvent_123,1 / 0,298.15,0 / 1.13,aci
solvent_803 / solvent_822,1 / 0,298.15,0 / 0.93,aci
solvent_803 / solvent_18,1 / 0,298.15,0 / -0.22,aci
solvent_803 / solvent_3,1 / 0,298.15,0 / -0.17,aci
solvent_803 / solvent_365,1 / 0,298.15,0 / 0.45,aci
solvent_803 / solvent_93,1 / 0,298.15,0 / 0.15,aci
solvent_803 / solvent_1,1 / 0,298.15,0 / 1.31,aci
solvent_803 / solvent_112,1 / 0,298.15,0 / -0.02,aci
solvent_803 / solvent_12,1 / 0,298.15,0 / -0.08,aci
solvent_813 / solvent_18,1 / 0,298.15,0 / 0.08,aci
solvent_77 / solvent_50,1 / 0,298.15,0 / 0.88,aci
solvent_5 / solvent_60,1 / 0,298.15,0 / 0.08,aci
solvent_5 / solvent_50,1 / 0,298.15,0 / 0.23,aci
solvent_5 / solvent_190,1 / 0,298.15,0 / -0.02,aci
solvent_5 / solvent_19,1 / 0,298.15,0 / 0.11,aci
solvent_5 / solvent_128,1 / 0,298.15,0 / 0.09,aci
solvent_5 / solvent_44,1 / 0,298.15,0 / 0.17,aci
solvent_5 / solvent_844,1 / 0,298.15,0 / 0.16,aci
solvent_5 / solvent_900,1 / 0,298.15,0 / 0.15,aci
solvent_5 / solvent_126,1 / 0,298.15,0 / 0.31,aci
solvent_5 / solvent_123,1 / 0,298.15,0 / 0.27,aci
solvent_5 / solvent_822,1 / 0,298.15,0 / 0.08,aci
solvent_5 / solvent_18,1 / 0,298.15,0 / 0.68,aci
solvent_5 / solvent_3,1 / 0,298.15,0 / 0.62,aci
solvent_5 / solvent_112,1 / 0,298.15,0 / 1.56,aci
solvent_5 / solvent_12,1 / 0,298.15,0 / 1.7,aci
solvent_5 / solvent_161,1 / 0,298.15,0 / 0.67,aci
solvent_5 / solvent_455,1 / 0,298.15,0 / 2.09,aci
solvent_17 / solvent_5,1 / 0,298.15,0 / 1.44,aci
solvent_17 / solvent_60,1 / 0,298.15,0 / 1.43,aci
solvent_17 / solvent_19,1 / 0,298.15,0 / 1.54,aci
solvent_17 / solvent_190,1 / 0,298.15,0 / 1.25,aci
solvent_17 / solvent_132,1 / 0,298.15,0 / 1.3,aci
solvent_17 / solvent_135,1 / 0,298.15,0 / 1.4,aci
solvent_17 / solvent_815,1 / 0,298.15,0 / 1.45,aci
solvent_17 / solvent_44,1 / 0,298.15,0 / 1.8,aci
solvent_17 / solvent_18,1 / 0,298.15,0 / 1.12,aci
solvent_17 / solvent_3,1 / 0,298.15,0 / 1.1,aci
solvent_22 / solvent_5,1 / 0,298.15,0 / 1.67,aci
solvent_22 / solvent_60,1 / 0,298.15,0 / 1.96,aci
solvent_22 / solvent_19,1 / 0,298.15,0 / 2.05,aci
solvent_22 / solvent_44,1 / 0,298.15,0 / 2.23,aci
solvent_22 / solvent_50,1 / 0,298.15,0 / 1.75,aci
solvent_22 / solvent_190,1 / 0,298.15,0 / 1.85,aci
solvent_22 / solvent_128,1 / 0,298.15,0 / 1.99,aci
solvent_22 / solvent_844,1 / 0,298.15,0 / 2.07,aci
solvent_22 / solvent_900,1 / 0,298.15,0 / 2.15,aci
solvent_22 / solvent_126,1 / 0,298.15,0 / 2.05,aci
solvent_22 / solvent_123,1 / 0,298.15,0 / 2.44,aci
solvent_22 / solvent_822,1 / 0,298.15,0 / 2.11,aci
solvent_22 / solvent_18,1 / 0,298.15,0 / 1.73,aci
solvent_22 / solvent_3,1 / 0,298.15,0 / 1.32,aci
solvent_22 / solvent_24,1 / 0,298.15,0 / 2.06,aci
solvent_22 / solvent_25,1 / 0,298.15,0 / 1.62,aci
solvent_22 / solvent_191,1 / 0,298.15,0 / 2.79,aci
solvent_829 / solvent_19,1 / 0,298.15,0 / -0.21,aci
solvent_902 / solvent_50,1 / 0,298.15,0 / -0.17,aci
solvent_902 / solvent_18,1 / 0,298.15,0 / 0.16,aci
solvent_859 / solvent_60,1 / 0,298.15,0 / 1,aci
solvent_859 / solvent_50,1 / 0,298.15,0 / 0.84,aci
solvent_859 / solvent_18,1 / 0,298.15,0 / -0.12,aci
solvent_859 / solvent_365,1 / 0,298.15,0 / 0.52,aci
solvent_859 / solvent_93,1 / 0,298.15,0 / 0.17,aci
solvent_852 / solvent_19,1 / 0,298.15,0 / 0.52,aci
solvent_863 / solvent_60,1 / 0,298.15,0 / 5.44,aci
solvent_863 / solvent_18,1 / 0,298.15,0 / 1.72,aci
solvent_888 / solvent_5,1 / 0,298.15,0 / 0.23,aci
solvent_888 / solvent_60,1 / 0,298.15,0 / 0.36,aci
solvent_888 / solvent_50,1 / 0,298.15,0 / 0.18,aci
solvent_888 / solvent_190,1 / 0,298.15,0 / 0.37,aci
solvent_888 / solvent_19,1 / 0,298.15,0 / 0.39,aci
solvent_888 / solvent_128,1 / 0,298.15,0 / 0.49,aci
solvent_888 / solvent_44,1 / 0,298.15,0 / 0.54,aci
solvent_888 / solvent_844,1 / 0,298.15,0 / 0.38,aci
solvent_888 / solvent_900,1 / 0,298.15,0 / 0.62,aci
solvent_888 / solvent_126,1 / 0,298.15,0 / 0.33,aci
solvent_888 / solvent_123,1 / 0,298.15,0 / 0.66,aci
solvent_888 / solvent_822,1 / 0,298.15,0 / 0.55,aci
solvent_888 / solvent_3,1 / 0,298.15,0 / -0.36,aci
solvent_888 / solvent_1,1 / 0,298.15,0 / 1.48,aci
solvent_888 / solvent_112,1 / 0,298.15,0 / 0.02,aci
solvent_888 / solvent_12,1 / 0,298.15,0 / -0.02,aci
solvent_774 / solvent_60,1 / 0,298.15,0 / 1.55,aci
solvent_774 / solvent_50,1 / 0,298.15,0 / 1.46,aci
solvent_774 / solvent_18,1 / 0,298.15,0 / 0.07,aci
solvent_774 / solvent_365,1 / 0,298.15,0 / 1.04,aci
solvent_774 / solvent_93,1 / 0,298.15,0 / 0.62,aci
solvent_801 / solvent_19,1 / 0,298.15,0 / 0.79,aci
solvent_711 / solvent_19,1 / 0,298.15,0 / 2.1,aci
solvent_895 / solvent_5,1 / 0,298.15,0 / 1.53,aci
solvent_895 / solvent_60,1 / 0,298.15,0 / 1.94,aci
solvent_895 / solvent_50,1 / 0,298.15,0 / 2.29,aci
solvent_895 / solvent_190,1 / 0,298.15,0 / 1.84,aci
solvent_895 / solvent_19,1 / 0,298.15,0 / 2.44,aci
solvent_895 / solvent_128,1 / 0,298.15,0 / 2.06,aci
solvent_895 / solvent_44,1 / 0,298.15,0 / 2.9,aci
solvent_895 / solvent_844,1 / 0,298.15,0 / 2.43,aci
solvent_895 / solvent_900,1 / 0,298.15,0 / 2.49,aci
solvent_895 / solvent_126,1 / 0,298.15,0 / 2.95,aci
solvent_895 / solvent_123,1 / 0,298.15,0 / 3.31,aci
solvent_907 / solvent_5,1 / 0,298.15,0 / 1.49,aci
solvent_907 / solvent_60,1 / 0,298.15,0 / 1.94,aci
solvent_907 / solvent_50,1 / 0,298.15,0 / 2.2,aci
solvent_907 / solvent_190,1 / 0,298.15,0 / 1.79,aci
solvent_907 / solvent_19,1 / 0,298.15,0 / 2.43,aci
solvent_907 / solvent_128,1 / 0,298.15,0 / 2.01,aci
solvent_907 / solvent_44,1 / 0,298.15,0 / 2.83,aci
solvent_907 / solvent_844,1 / 0,298.15,0 / 2.36,aci
solvent_907 / solvent_900,1 / 0,298.15,0 / 2.45,aci
solvent_907 / solvent_126,1 / 0,298.15,0 / 2.83,aci
solvent_907 / solvent_123,1 / 0,298.15,0 / 3.24,aci
solvent_856 / solvent_60,1 / 0,298.15,0 / 2.28,aci
solvent_856 / solvent_50,1 / 0,298.15,0 / 1.76,aci
solvent_856 / solvent_18,1 / 0,298.15,0 / 0.71,aci
solvent_100 / solvent_60,1 / 0,298.15,0 / 2.77,aci
solvent_100 / solvent_18,1 / 0,298.15,0 / 0.98,aci
solvent_100 / solvent_5,1 / 0,298.15,0 / 2.54,aci
solvent_100 / solvent_50,1 / 0,298.15,0 / 2.17,aci
solvent_100 / solvent_19,1 / 0,298.15,0 / 2.93,aci
solvent_100 / solvent_365,1 / 0,298.15,0 / 1.92,aci
solvent_100 / solvent_93,1 / 0,298.15,0 / 1.53,aci
solvent_825 / solvent_5,1 / 0,298.15,0 / 2.04,aci
solvent_825 / solvent_251,1 / 0,298.15,0 / 2.07,aci
solvent_825 / solvent_60,1 / 0,298.15,0 / 2.15,aci
solvent_825 / solvent_50,1 / 0,298.15,0 / 1.66,aci
solvent_825 / solvent_18,1 / 0,298.15,0 / 0.25,aci
solvent_825 / solvent_365,1 / 0,298.15,0 / 1.41,aci
solvent_825 / solvent_93,1 / 0,298.15,0 / 0.9,aci
solvent_145 / solvent_50,1 / 0,298.15,0 / 0.66,aci
solvent_145 / solvent_19,1 / 0,298.15,0 / 0.9,aci
solvent_111 / solvent_60,1 / 0,298.15,0 / 2.35,aci
solvent_111 / solvent_18,1 / 0,298.15,0 / 0.5,aci
solvent_111 / solvent_5,1 / 0,298.15,0 / 2.08,aci
solvent_111 / solvent_50,1 / 0,298.15,0 / 2.01,aci
solvent_111 / solvent_190,1 / 0,298.15,0 / 2.34,aci
solvent_111 / solvent_19,1 / 0,298.15,0 / 2.59,aci
solvent_111 / solvent_128,1 / 0,298.15,0 / 2.52,aci
solvent_111 / solvent_44,1 / 0,298.15,0 / 2.82,aci
solvent_111 / solvent_844,1 / 0,298.15,0 / 2.67,aci
solvent_111 / solvent_900,1 / 0,298.15,0 / 2.72,aci
solvent_111 / solvent_126,1 / 0,298.15,0 / 2.64,aci
solvent_111 / solvent_123,1 / 0,298.15,0 / 3.11,aci
solvent_111 / solvent_124,1 / 0,298.15,0 / 1.5,aci
solvent_111 / solvent_394,1 / 0,298.15,0 / 1.48,aci
solvent_111 / solvent_93,1 / 0,298.15,0 / 0.93,aci
solvent_111 / solvent_309,1 / 0,298.15,0 / 2.01,aci
solvent_111 / solvent_66,1 / 0,298.15,0 / 0.82,aci
solvent_111 / solvent_8,1 / 0,298.15,0 / 2.17,aci
solvent_111 / solvent_32,1 / 0,298.15,0 / 0.39,aci
solvent_111 / solvent_723,1 / 0,298.15,0 / 0.62,aci
solvent_111 / solvent_99,1 / 0,298.15,0 / 0.85,aci
solvent_111 / solvent_87,1 / 0,298.15,0 / -0.2,aci
solvent_111 / solvent_57,1 / 0,298.15,0 / -0.12,aci
solvent_111 / solvent_4,1 / 0,298.15,0 / 1.12,aci
solvent_111 / solvent_544,1 / 0,298.15,0 / 0.54,aci
solvent_111 / solvent_553,1 / 0,298.15,0 / 0.97,aci
solvent_111 / solvent_7,1 / 0,298.15,0 / 1.46,aci
solvent_111 / solvent_20,1 / 0,298.15,0 / 1.68,aci
solvent_862 / solvent_60,1 / 0,298.15,0 / 1.52,aci
solvent_862 / solvent_50,1 / 0,298.15,0 / 1.23,aci
solvent_862 / solvent_18,1 / 0,298.15,0 / 0.07,aci
solvent_862 / solvent_872,1 / 0,298.15,0 / 0.82,aci
solvent_862 / solvent_93,1 / 0,298.15,0 / 0.53,aci
solvent_862 / solvent_66,1 / 0,298.15,0 / 0.26,aci
solvent_862 / solvent_32,1 / 0,298.15,0 / 0.27,aci
solvent_862 / solvent_723,1 / 0,298.15,0 / 0.36,aci
solvent_862 / solvent_99,1 / 0,298.15,0 / 0.71,aci
solvent_862 / solvent_51,1 / 0,298.15,0 / -0.19,aci
solvent_862 / solvent_57,1 / 0,298.15,0 / -0.62,aci
solvent_862 / solvent_4,1 / 0,298.15,0 / 0.43,aci
solvent_862 / solvent_544,1 / 0,298.15,0 / 0.09,aci
solvent_862 / solvent_15,1 / 0,298.15,0 / 0.59,aci
solvent_862 / solvent_256,1 / 0,298.15,0 / 0.19,aci
solvent_862 / solvent_553,1 / 0,298.15,0 / 0.3,aci
solvent_96 / solvent_50,1 / 0,298.15,0 / 0.94,aci
solvent_96 / solvent_19,1 / 0,298.15,0 / 1.08,aci
solvent_96 / solvent_102,1 / 0,298.15,0 / 0.49,aci
solvent_96 / solvent_60,1 / 0,298.15,0 / 0.92,aci
solvent_96 / solvent_824,1 / 0,298.15,0 / -0.05,aci
solvent_96 / solvent_802,1 / 0,298.15,0 / 0.09,aci
solvent_96 / solvent_805,1 / 0,298.15,0 / 0.21,aci
solvent_814 / solvent_60,1 / 0,298.15,0 / 2.77,aci
solvent_814 / solvent_18,1 / 0,298.15,0 / 0.34,aci
solvent_722 / solvent_19,1 / 0,298.15,0 / 1.01,aci
solvent_725 / solvent_60,1 / 0,298.15,0 / 3.83,aci
solvent_725 / solvent_18,1 / 0,298.15,0 / 1.19,aci
solvent_725 / solvent_5,1 / 0,298.15,0 / 3.25,aci
solvent_725 / solvent_50,1 / 0,298.15,0 / 3.23,aci
solvent_725 / solvent_190,1 / 0,298.15,0 / 3.6,aci
solvent_725 / solvent_19,1 / 0,298.15,0 / 4.17,aci
solvent_725 / solvent_128,1 / 0,298.15,0 / 3.98,aci
solvent_725 / solvent_44,1 / 0,298.15,0 / 4.6,aci
solvent_725 / solvent_844,1 / 0,298.15,0 / 4.16,aci
solvent_725 / solvent_900,1 / 0,298.15,0 / 4.42,aci
solvent_725 / solvent_126,1 / 0,298.15,0 / 3.99,aci
solvent_725 / solvent_123,1 / 0,298.15,0 / 5.02,aci
solvent_725 / solvent_365,1 / 0,298.15,0 / 2.61,aci
solvent_725 / solvent_93,1 / 0,298.15,0 / 1.86,aci
solvent_72 / solvent_3,1 / 0,298.15,0 / 3.27,aci
solvent_25 / solvent_5,1 / 0,298.15,0 / 0.36,aci
solvent_25 / solvent_60,1 / 0,298.15,0 / 0.39,aci
solvent_25 / solvent_50,1 / 0,298.15,0 / 0.33,aci
solvent_25 / solvent_190,1 / 0,298.15,0 / 0.3,aci
solvent_25 / solvent_19,1 / 0,298.15,0 / 0.39,aci
solvent_25 / solvent_128,1 / 0,298.15,0 / 0.38,aci
solvent_25 / solvent_44,1 / 0,298.15,0 / 0.39,aci
solvent_25 / solvent_844,1 / 0,298.15,0 / 0.44,aci
solvent_25 / solvent_900,1 / 0,298.15,0 / 0.51,aci
